Date,Open,High,Low,Close,Adj Close,Volume
2021-11-12,105.000000,106.000000,100.000000,105.000000,100.895897,84529
2021-11-15,105.000000,105.000000,105.000000,105.000000,100.895897,0
2021-11-16,105.000000,110.000000,100.000000,105.000000,100.895897,33558
2021-11-17,105.000000,103.680000,98.400002,101.500000,97.532700,45864
2021-11-18,101.500000,103.000000,99.000000,101.500000,101.500000,28056
2021-11-19,101.500000,99.150002,98.599998,101.500000,101.500000,18854
2021-11-22,101.500000,100.000000,95.000000,97.500000,97.500000,50656
2021-11-23,97.500000,98.750000,95.300003,97.500000,97.500000,25013
2021-11-24,98.500000,100.500000,96.000000,100.500000,100.500000,45675
2021-11-25,101.500000,101.500000,101.500000,101.500000,101.500000,0
2021-11-26,101.500000,105.000000,103.000000,104.000000,104.000000,21510
2021-11-29,104.000000,112.000000,103.500000,104.000000,104.000000,15114
2021-11-30,104.000000,104.959999,103.000000,102.500000,102.500000,13634
2021-12-01,102.500000,104.900002,95.599998,100.000000,100.000000,29869
2021-12-02,102.000000,107.000000,105.000000,102.000000,102.000000,1050
2021-12-03,102.000000,100.099998,100.099998,102.000000,102.000000,149
2021-12-06,102.000000,100.099998,100.099998,102.000000,102.000000,2798
2021-12-07,102.000000,107.000000,100.000000,102.000000,102.000000,3439
2021-12-08,103.500000,101.099998,101.099998,102.000000,102.000000,5000
2021-12-09,102.000000,106.000000,106.000000,102.000000,102.000000,2600
2021-12-10,102.000000,107.000000,101.550003,102.000000,102.000000,38322
2021-12-13,102.000000,105.000000,101.550003,102.000000,102.000000,59944
2021-12-14,103.500000,110.000000,105.000000,107.500000,107.500000,106365
2021-12-15,107.500000,108.449997,105.000000,107.500000,107.500000,24822
2021-12-16,107.500000,106.199997,105.849998,107.500000,107.500000,1805
2021-12-17,107.500000,108.400002,105.910004,107.500000,107.500000,6095
2021-12-20,107.500000,108.000000,108.000000,107.500000,107.500000,5000
2021-12-21,107.500000,108.555000,108.555000,107.500000,107.500000,400
2021-12-22,107.500000,108.555000,105.910004,107.500000,107.500000,368
2021-12-23,107.500000,110.000000,106.000000,108.500000,108.500000,14932
2021-12-24,108.500000,108.500000,108.500000,108.500000,108.500000,0
2021-12-29,108.500000,111.860001,111.860001,108.500000,108.500000,937
2021-12-30,108.500000,117.000000,108.199997,111.000000,111.000000,149657
2021-12-31,111.500000,123.000000,114.000000,121.500000,121.500000,242574
2022-01-04,121.500000,131.000000,120.000000,123.500000,123.500000,160247
2022-01-05,123.500000,124.389999,118.099998,121.500000,121.500000,51010
2022-01-06,123.000000,121.900002,117.000000,118.500000,118.500000,50011
2022-01-07,118.500000,120.000000,110.000000,113.000000,113.000000,53676
2022-01-10,114.500000,114.250000,107.000000,109.500000,109.500000,28774
2022-01-11,112.000000,111.400002,109.000000,112.000000,112.000000,7900
2022-01-12,111.000000,110.875000,110.000000,111.000000,111.000000,6058
2022-01-13,111.000000,107.550003,97.199997,102.000000,102.000000,106434
2022-01-14,102.000000,104.400002,100.449997,102.000000,102.000000,11200
2022-01-17,102.000000,110.000000,99.666000,106.000000,106.000000,42600
2022-01-18,106.000000,114.000000,106.199997,110.000000,110.000000,41329
2022-01-19,110.000000,113.250000,113.250000,110.000000,110.000000,500
2022-01-20,110.000000,116.199997,106.199997,109.000000,109.000000,30709
2022-01-21,111.000000,109.000000,107.000000,110.000000,110.000000,16434
2022-01-24,110.000000,114.000000,105.500000,107.500000,107.500000,82184
2022-01-25,106.000000,109.949997,104.500000,107.000000,107.000000,18307
2022-01-26,107.000000,108.699997,102.000000,105.000000,105.000000,8944
2022-01-27,105.000000,107.000000,100.000000,101.300003,101.300003,10456
2022-01-28,102.000000,107.000000,103.500000,106.000000,106.000000,31900
2022-01-31,106.000000,104.900002,99.000000,98.000000,98.000000,32915
2022-02-01,98.500000,104.000000,88.900002,102.000000,102.000000,230866
2022-02-02,100.000000,97.250999,97.250999,100.000000,100.000000,3037
2022-02-03,100.000000,96.800003,96.220001,100.000000,100.000000,7960
2022-02-04,100.000000,101.879997,101.879997,100.000000,100.000000,2196
2022-02-07,100.000000,101.879997,96.500000,99.500000,99.500000,19800
2022-02-08,99.500000,101.500000,96.120003,99.000000,99.000000,47394
2022-02-09,99.000000,101.000000,96.699997,99.000000,99.000000,22495
2022-02-10,99.000000,99.000000,99.000000,99.000000,99.000000,0
2022-02-11,99.000000,102.000000,98.000000,100.000000,100.000000,24776
2022-02-14,100.000000,96.800003,96.699997,100.000000,100.000000,3518
2022-02-15,100.000000,96.000000,96.000000,100.000000,100.000000,1950
2022-02-16,100.000000,102.949997,96.000000,100.000000,100.000000,3700
2022-02-17,100.000000,96.699997,96.699997,100.000000,100.000000,8500
2022-02-18,100.000000,103.500000,96.849998,100.000000,100.000000,5223
2022-02-21,100.000000,103.000000,96.699997,100.000000,100.000000,6670
2022-02-22,100.000000,103.500000,96.699997,100.000000,100.000000,23843
2022-02-23,100.000000,101.449997,97.500000,100.000000,100.000000,25985
2022-02-24,96.900002,100.000000,90.500000,94.000000,94.000000,34164
2022-02-25,94.000000,98.000000,90.250000,94.000000,94.000000,10711
2022-02-28,94.000000,94.000000,94.000000,94.000000,94.000000,0
2022-03-01,94.000000,90.550003,90.000000,94.000000,94.000000,8079
2022-03-02,94.000000,98.000000,90.750000,93.500000,93.500000,20916
2022-03-03,94.000000,91.750000,91.750000,94.000000,94.000000,1700
2022-03-04,94.000000,92.500000,89.000000,93.000000,93.000000,91324
2022-03-07,93.000000,91.000000,88.252998,91.500000,91.500000,46103
2022-03-08,91.500000,92.400002,88.099998,90.500000,90.500000,56201
2022-03-09,90.500000,92.000000,89.449997,90.500000,90.500000,22626
2022-03-10,90.500000,92.699997,92.699997,90.500000,90.500000,755
2022-03-11,90.500000,100.000000,92.699997,96.500000,96.500000,18380
2022-03-14,96.500000,100.000000,93.000000,97.500000,97.500000,45000
2022-03-15,97.500000,98.000000,93.000000,97.500000,97.500000,94200
2022-03-16,97.500000,97.500000,97.500000,97.500000,97.500000,0
2022-03-17,97.500000,104.000000,101.099998,101.500000,101.500000,21500
2022-03-18,101.500000,104.000000,98.000000,100.500000,100.500000,14280
2022-03-21,100.500000,105.000000,105.000000,100.500000,100.500000,257
2022-03-22,100.500000,105.000000,105.000000,100.500000,100.500000,181
2022-03-23,100.500000,105.000000,98.000000,100.500000,100.500000,147
2022-03-24,100.500000,97.000000,95.250000,96.500000,96.500000,33365
2022-03-25,96.500000,98.750000,95.779999,97.500000,97.500000,10648
2022-03-28,97.500000,98.000000,97.000000,99.000000,99.000000,29343
2022-03-29,99.000000,97.099998,97.099998,99.000000,99.000000,2500
2022-03-30,99.000000,97.099998,97.080002,99.000000,99.000000,6538
2022-03-31,99.000000,102.555000,97.080002,99.000000,99.000000,2131
2022-04-01,99.000000,97.000000,97.000000,99.000000,99.000000,227
2022-04-04,99.000000,102.555000,97.000000,99.000000,99.000000,29597
2022-04-05,99.000000,103.000000,97.000000,99.500000,99.500000,23209
2022-04-06,99.500000,102.000000,97.500000,99.500000,99.500000,18288
2022-04-07,99.500000,101.400002,97.550003,99.500000,99.500000,2311
2022-04-08,99.500000,101.000000,96.000000,99.500000,99.500000,24900
2022-04-11,99.500000,102.699997,102.699997,99.500000,99.500000,8265
2022-04-12,99.500000,99.500000,99.500000,99.500000,99.500000,0
2022-04-13,99.500000,99.500000,99.500000,99.500000,99.500000,0
2022-04-14,99.500000,99.500000,99.500000,99.500000,99.500000,0
2022-04-19,99.500000,104.000000,97.500000,99.500000,99.500000,27238
2022-04-20,99.500000,99.500000,99.500000,99.500000,99.500000,0
2022-04-21,99.500000,98.849998,98.849998,99.500000,99.500000,1166
2022-04-22,99.500000,98.769997,96.360001,99.000000,99.000000,16554
2022-04-25,99.000000,101.449997,96.360001,99.000000,99.000000,6000
2022-04-26,98.500000,100.000000,94.000000,97.000000,97.000000,12816
2022-04-27,97.000000,94.000000,94.000000,98.000000,98.000000,150
2022-04-28,98.500000,96.666000,96.666000,99.000000,99.000000,1010
2022-04-29,99.000000,104.203003,102.500000,99.500000,99.500000,5319
2022-05-03,100.000000,104.500000,104.500000,100.000000,100.000000,478
2022-05-04,100.000000,96.666000,96.666000,100.000000,100.000000,4000
2022-05-05,100.000000,102.449997,102.449997,100.000000,100.000000,964
2022-05-06,100.000000,95.000000,92.500000,92.500000,92.500000,77540
2022-05-09,92.500000,92.500000,86.500000,87.500000,87.500000,11796
2022-05-10,87.500000,89.849998,85.300003,87.500000,87.500000,8136
2022-05-11,87.500000,90.000000,83.220001,85.500000,85.500000,23123
2022-05-12,85.500000,84.900002,83.000000,82.500000,82.500000,27080
2022-05-13,82.500000,83.989998,80.000000,80.500000,80.500000,16150
2022-05-16,80.500000,83.500000,82.099998,80.500000,80.500000,14098
2022-05-17,80.500000,83.500000,79.599998,80.500000,80.500000,15011
2022-05-18,80.500000,83.500000,79.809998,80.500000,80.500000,20573
2022-05-19,80.500000,80.500000,80.500000,80.500000,80.500000,0
2022-05-20,80.500000,83.949997,83.125000,82.500000,82.500000,93184
2022-05-23,82.500000,83.500000,81.500000,82.500000,82.500000,7826
2022-05-24,82.500000,81.709999,81.709999,82.500000,82.500000,1302
2022-05-25,82.500000,82.500000,81.760002,82.500000,82.500000,6530
2022-05-26,82.500000,82.500000,82.500000,82.500000,82.500000,0
2022-05-27,82.500000,82.500000,76.000000,82.500000,82.500000,55387
2022-05-30,82.500000,80.974998,80.974998,82.500000,82.500000,1000
2022-05-31,82.500000,85.000000,80.300003,82.500000,82.500000,19442
2022-06-01,82.500000,80.199997,80.099998,81.500000,81.500000,10000
2022-06-06,81.500000,80.000000,80.000000,81.500000,81.500000,3449
2022-06-07,81.500000,80.000000,80.000000,81.500000,81.500000,500
2022-06-08,81.500000,80.000000,78.419998,80.000000,80.000000,10990
2022-06-09,80.000000,79.849998,75.599998,79.000000,79.000000,8567
2022-06-10,79.000000,77.199997,75.250000,77.500000,77.500000,2393
2022-06-13,77.500000,77.000000,75.000000,75.000000,75.000000,25992
2022-06-14,75.000000,74.000000,72.000000,75.000000,75.000000,26097
2022-06-15,75.000000,77.000000,74.500000,75.000000,75.000000,201500
2022-06-16,75.000000,77.500000,77.500000,73.500000,73.500000,246
2022-06-17,73.500000,75.000000,73.500000,73.500000,73.500000,14127
2022-06-20,73.500000,73.500000,73.500000,73.500000,73.500000,0
2022-06-21,73.500000,73.550003,73.000000,73.500000,73.500000,23434
2022-06-22,73.500000,75.000000,71.250000,72.500000,72.500000,8592
2022-06-23,72.500000,73.000000,70.550003,69.000000,69.000000,18430
2022-06-24,69.000000,72.500000,67.254997,70.500000,70.500000,23358
2022-06-27,70.500000,73.000000,72.000000,72.000000,72.000000,12809
2022-06-28,70.500000,70.500000,70.500000,70.500000,70.500000,0
2022-06-29,70.500000,72.000000,68.260002,70.500000,70.500000,19177
2022-06-30,70.500000,68.260002,68.260002,70.500000,70.500000,574
2022-07-01,70.500000,68.260002,68.260002,70.500000,70.500000,6820
2022-07-04,70.500000,69.000000,67.000000,67.500000,67.500000,14279
2022-07-05,67.500000,70.000000,65.775002,67.500000,67.500000,21734
2022-07-06,67.500000,72.000000,65.000000,69.000000,69.000000,56807
2022-07-07,69.000000,75.000000,65.000000,74.000000,74.000000,134430
2022-07-08,71.500000,73.000000,70.000000,71.500000,71.500000,52678
2022-07-11,71.500000,69.750000,69.750000,71.500000,71.500000,5000
2022-07-12,71.500000,72.150002,68.750000,70.500000,70.500000,37869
2022-07-13,70.500000,70.500000,70.500000,70.500000,70.500000,0
2022-07-14,70.500000,72.949997,72.949997,72.500000,72.500000,3421
2022-07-15,72.500000,76.730003,76.730003,72.500000,72.500000,720
2022-07-18,72.500000,72.500000,72.500000,72.500000,72.500000,0
2022-07-19,72.500000,77.000000,71.599998,73.000000,73.000000,7707
2022-07-20,73.000000,80.000000,76.555000,76.500000,76.500000,27565
2022-07-21,76.500000,79.750000,79.750000,78.500000,78.500000,1306
2022-07-22,78.500000,82.000000,82.000000,78.500000,78.500000,1819
2022-07-25,78.500000,82.000000,82.000000,80.000000,80.000000,5000
2022-07-26,80.000000,85.000000,77.777000,80.000000,80.000000,210
2022-07-27,80.000000,85.000000,78.510002,80.000000,80.000000,21054
2022-07-28,80.000000,80.000000,80.000000,80.000000,80.000000,0
2022-07-29,80.000000,80.000000,80.000000,80.000000,80.000000,0
2022-08-01,80.000000,82.400002,82.400002,80.000000,80.000000,5000
2022-08-02,80.000000,80.000000,80.000000,80.000000,80.000000,0
2022-08-03,80.000000,77.000000,76.949997,80.000000,80.000000,19501
2022-08-04,80.000000,76.510002,75.050003,80.000000,80.000000,7427
2022-08-05,80.000000,80.000000,80.000000,80.000000,80.000000,0
2022-08-08,80.000000,80.000000,80.000000,80.000000,80.000000,0
2022-08-09,80.000000,79.899002,75.099998,80.000000,80.000000,12317
2022-08-10,80.000000,80.000000,80.000000,80.000000,80.000000,0
2022-08-11,80.000000,79.699997,79.699997,80.000000,80.000000,1244
2022-08-12,80.000000,79.800003,79.800003,80.000000,80.000000,3746
2022-08-15,80.000000,80.000000,80.000000,80.000000,80.000000,0
2022-08-16,80.000000,75.000000,74.330002,76.000000,76.000000,9389
2022-08-17,76.000000,79.000000,72.376999,76.000000,76.000000,10807
2022-08-18,76.000000,79.000000,79.000000,76.000000,76.000000,200
2022-08-19,76.000000,79.000000,79.000000,76.000000,76.000000,2519
2022-08-22,76.000000,72.750000,72.750000,76.000000,76.000000,5000
2022-08-23,76.000000,72.750000,72.750000,76.000000,76.000000,1344
2022-08-24,76.000000,72.000000,72.000000,76.000000,76.000000,168
2022-08-25,76.000000,76.000000,76.000000,76.000000,76.000000,0
2022-08-26,76.000000,79.000000,72.000000,76.000000,76.000000,37763
2022-08-30,76.000000,80.000000,72.750000,76.000000,76.000000,5234
2022-08-31,76.000000,76.000000,76.000000,76.000000,76.000000,0
2022-09-01,76.000000,77.000000,72.750000,76.000000,76.000000,2811
2022-09-02,76.000000,76.000000,72.000000,75.000000,75.000000,61400
2022-09-05,75.000000,75.000000,75.000000,75.000000,75.000000,0
2022-09-06,75.000000,78.000000,78.000000,75.000000,75.000000,2550
2022-09-07,75.000000,75.000000,75.000000,75.000000,75.000000,0
2022-09-08,75.000000,76.500000,72.750000,75.000000,75.000000,1506
2022-09-09,75.000000,76.500000,72.750000,75.000000,75.000000,6700
2022-09-12,72.500000,76.000000,72.500000,74.000000,74.000000,30345
2022-09-13,74.000000,76.000000,72.199997,74.000000,74.000000,51266
2022-09-14,74.000000,76.000000,70.750000,73.000000,73.000000,61134
2022-09-15,73.000000,72.500000,70.000000,73.000000,73.000000,230218
2022-09-16,73.000000,70.110001,70.110001,72.500000,72.500000,1000
2022-09-20,72.500000,72.400002,70.000000,72.500000,72.500000,10970
2022-09-21,72.500000,72.500000,72.500000,72.500000,72.500000,0
2022-09-22,72.500000,70.000000,70.000000,71.500000,71.500000,8000
2022-09-23,71.500000,73.000000,68.000000,71.500000,71.500000,9585
2022-09-26,71.500000,71.500000,71.500000,71.500000,71.500000,0
2022-09-27,71.500000,71.500000,71.500000,71.500000,71.500000,0
2022-09-28,71.500000,72.000000,72.000000,71.500000,71.500000,119
